,주소,유동인구
941,충청북도 음성군 원남면 원중로,48
942,충청북도 음성군 원남면 조촌리,0
943,충청북도 음성군 원남면 조촌리,0
944,충청북도 음성군 원남면 조촌리,0
945,충청북도 음성군 원남면 조촌리 742-1,11
946,충청북도 음성군 원남면 조촌리,0
947,충청북도 음성군 원남면 조촌리,0
948,충청북도 음성군 원남면 조촌리 302,0
949,충청북도 음성군 원남면 조촌리,0
950,충청북도 음성군 원남면 조촌리,0
951,충청북도 음성군 원남면 조촌리,0
952,충청북도 음성군 원남면 조촌리,0
953,충청북도 음성군 원남면 조촌리,0
954,충청북도 음성군 원남면 조촌리,0
955,충청북도 음성군 원남면 원중로,48
956,충청북도 음성군 원남면 조촌리 산164-1,0
957,충청북도 음성군 원남면 조촌리 1359,0
958,충청북도 음성군 원남면 원중로,48
959,충청북도 음성군 원남면 조촌리,0
960,충청북도 음성군 원남면 조촌리,0
961,충청북도 음성군 원남면 조촌리,0
962,충청북도 음성군 원남면 조촌리,0
963,충청북도 음성군 원남면 조촌리 651-1,0
964,충청북도 음성군 원남면 원중로,48
965,충청북도 음성군 원남면 조촌리 1409,1
966,충청북도 음성군 원남면 원중로399번길,2
967,충청북도 음성군 원남면 원중로399번길,2
968,충청북도 음성군 원남면 조촌리,0
969,충청북도 음성군 원남면 원중로,48
970,충청북도 음성군 원남면 원중로,48
971,충청북도 음성군 원남면 조촌리,0
972,충청북도 음성군 원남면 조촌리,0
973,충청북도 음성군 원남면 원중로399번길,2
974,충청북도 음성군 원남면 조촌리,0
975,충청북도 음성군 원남면 조촌리 886-1,1
976,충청북도 음성군 원남면 조촌리,0
977,충청북도 음성군 원남면 원중로399번길,2
978,충청북도 음성군 원남면 조촌리 산108,0
979,충청북도 음성군 원남면 조촌리,0
980,충청북도 음성군 원남면 조촌리,0
981,충청북도 음성군 원남면 조촌리 349,0
982,충청북도 음성군 원남면 조촌리,0
983,충청북도 음성군 원남면 조촌리,0
984,충청북도 음성군 원남면 원중로399번길,2
985,충청북도 음성군 원남면 조촌리,0
986,충청북도 음성군 원남면 조촌리 1011,0
987,충청북도 음성군 원남면 원중로399번길,2
988,충청북도 음성군 원남면 조촌리,0
989,충청북도 음성군 원남면 조촌리,0
990,충청북도 음성군 원남면 조촌리,0
991,충청북도 음성군 원남면 원중로399번길,2
992,충청북도 음성군 원남면 조촌리,0
993,충청북도 음성군 원남면 조촌리 1460,0
994,충청북도 음성군 원남면 조촌리,0
995,충청북도 음성군 원남면 조촌리,0
996,충청북도 음성군 원남면 원중로399번길,2
997,충청북도 음성군 원남면 조촌리 387-1,1
998,충청북도 음성군 원남면 원중로399번길,2
999,충청북도 음성군 원남면 원중로,48
1000,충청북도 음성군 원남면 조촌리 376-2,0
1001,충청북도 증평군 도안면 연촌리,0
1002,충청북도 음성군 원남면 원중로399번길,2
1003,충청북도 음성군 원남면 원중로399번길,2
1004,충청북도 음성군 원남면 조촌리 455,0
1005,충청북도 음성군 원남면 원중로,48
1006,충청북도 증평군 도안면 연촌리,0
1007,충청북도 음성군 원남면 조촌리 산188,0
1008,충청북도 음성군 원남면 원중로,48
1009,충청북도 증평군 도안면 연촌리,0
1010,충청북도 음성군 원남면 원중로399번길,2
1011,충청북도 음성군 원남면 조촌리 22-2,0
1012,충청북도 음성군 원남면 조촌리,0
1013,충청북도 음성군 원남면 조촌리,0
1014,충청북도 음성군 원남면 조촌리,0
1015,충청북도 음성군 원남면 조촌리,0
1016,충청북도 음성군 원남면 조촌리,0
1017,충청북도 음성군 원남면 조촌리,0
1018,충청북도 음성군 원남면 조촌리 1362,0
1019,충청북도 음성군 원남면 조촌리,0
1020,충청북도 음성군 원남면 조촌리 113-3,0
1021,충청북도 음성군 원남면 조촌리,0
1022,충청북도 음성군 원남면 조촌리 833,0
1023,충청북도 음성군 원남면 조촌리,0
1024,충청북도 음성군 원남면 조촌리,0
1025,충청북도 음성군 원남면 조촌리,0
1026,충청북도 음성군 원남면 조촌리,0
1027,충청북도 음성군 원남면 조촌리 358,0
1028,충청북도 음성군 원남면 조촌리 산1-1,14
1029,충청북도 음성군 원남면 조촌리 산23-1,0
1030,충청북도 음성군 원남면 조촌리,0
1031,충청북도 음성군 원남면 조촌리,0
1032,충청북도 음성군 원남면 원중로,48
1033,충청북도 음성군 원남면 조촌리 산190-1,0
1034,충청북도 음성군 원남면 원중로,48
1035,충청북도 음성군 원남면 조촌리,0
1036,충청북도 음성군 원남면 조촌리,0
1037,충청북도 음성군 원남면 조촌리,0
1038,충청북도 음성군 원남면 조촌리,0
1039,충청북도 음성군 원남면 조촌리,0
1040,충청북도 음성군 원남면 조촌리 845,0
1041,충청북도 음성군 원남면 원중로399번길,2
1042,충청북도 음성군 원남면 조촌리 1293,0
1043,충청북도 음성군 원남면 조촌리,0
1044,충청북도 음성군 원남면 조촌리 1156-1,0
1045,충청북도 음성군 원남면 조촌리,0
1046,충청북도 음성군 원남면 조촌리,0
1047,충청북도 음성군 원남면 원중로,48
1048,충청북도 음성군 원남면 문암리,1
1049,충청북도 음성군 원남면 원중로399번길,2
1050,충청북도 음성군 원남면 조촌리,0
1051,충청북도 음성군 원남면 조촌리 567,0
1052,충청북도 음성군 원남면 조촌리 904,0
1053,충청북도 음성군 원남면 조촌리,0
1054,충청북도 음성군 원남면 원중로399번길,2
1055,충청북도 음성군 원남면 조촌리 748-5,32
1056,충청북도 음성군 원남면 원중로,48
1057,충청북도 음성군 원남면 조촌리,0
1058,충청북도 음성군 원남면 원중로,48
1059,충청북도 음성군 원남면 조촌리,0
1060,충청북도 음성군 원남면 조촌리 1333-1,0
1061,충청북도 음성군 원남면 원중로399번길,2
1062,충청북도 음성군 원남면 조촌리 722-1,0
1063,충청북도 음성군 원남면 조촌리 산58,0
1064,충청북도 음성군 원남면 조촌리,0
1065,충청북도 음성군 원남면 조촌리,0
1066,충청북도 음성군 원남면 원중로399번길,2
1067,충청북도 진천군 초평면 신통리,0
1068,충청북도 음성군 원남면 조촌리 1235-1,0
1069,충청북도 음성군 원남면 조촌리 1136,1
1070,충청북도 음성군 원남면 조촌리,0
1071,충청북도 음성군 원남면 조촌리,0
1072,충청북도 음성군 원남면 조촌리,0
1073,충청북도 음성군 원남면 원중로399번길,2
1074,충청북도 음성군 원남면 원중로399번길,2
1075,충청북도 음성군 원남면 조촌리,0
1076,충청북도 음성군 원남면 원중로399번길,2
1077,충청북도 음성군 원남면 원중로,48
1078,충청북도 음성군 원남면 조촌리 930,73
1079,충청북도 음성군 원남면 원중로,48
1080,충청북도 음성군 원남면 조촌리,0
1081,충청북도 음성군 원남면 조촌리,0
1082,충청북도 음성군 원남면 조촌리,0
1083,충청북도 음성군 원남면 조촌리,0
1084,충청북도 음성군 원남면 조촌리,0
1085,충청북도 음성군 원남면 조촌리,0
1086,충청북도 음성군 원남면 조촌리,0
1087,충청북도 음성군 원남면 조촌리,0
1088,충청북도 음성군 원남면 조촌리,0
1089,충청북도 음성군 원남면 조촌리,0
1090,충청북도 음성군 원남면 조촌리,0
1091,충청북도 음성군 원남면 조촌리 산104,0
1092,충청북도 음성군 원남면 원중로,48
1093,충청북도 음성군 원남면 조촌리,0
1094,충청북도 음성군 원남면 조촌리 1149-1,0
1095,충청북도 음성군 원남면 원중로399번길,2
1096,충청북도 음성군 원남면 조촌리,0
1097,충청북도 음성군 원남면 조촌리,0
1098,충청북도 음성군 원남면 조촌리 1388-13,0
1099,충청북도 음성군 원남면 조촌리,0
1100,충청북도 음성군 원남면 원중로399번길,2
1101,충청북도 음성군 맹동면 통동리,9
1102,충청북도 음성군 원남면 조촌리 615,0
1103,충청북도 음성군 원남면 조촌리,0
1104,충청북도 음성군 원남면 조촌리,0
1105,충청북도 음성군 원남면 조촌리,0
1106,충청북도 음성군 원남면 조촌리,0
1107,충청북도 음성군 원남면 조촌리 산165,0
1108,충청북도 음성군 원남면 조촌리,0
1109,충청북도 음성군 원남면 조촌리,0
1110,충청북도 음성군 원남면 원중로399번길,2
1111,충청북도 음성군 원남면 조촌리,0
1112,충청북도 음성군 원남면 조촌리 465,0
1113,충청북도 음성군 원남면 원중로,48
1114,충청북도 음성군 원남면 원중로,48
1115,충청북도 음성군 원남면 조촌리,0
1116,충청북도 음성군 원남면 조촌리 산199,0
1117,충청북도 음성군 원남면 조촌리,0
1118,충청북도 음성군 원남면 조촌리,0
1119,충청북도 음성군 원남면 조촌리 산81,4
1120,충청북도 음성군 원남면 조촌리 산27,0
1121,충청북도 음성군 원남면 조촌리,0
1122,충청북도 음성군 원남면 조촌리,0
1123,충청북도 음성군 원남면 조촌리,0
1124,충청북도 음성군 원남면 조촌리,0
1125,충청북도 음성군 원남면 원중로,48
1126,충청북도 음성군 원남면 조촌리,0
1127,충청북도 음성군 원남면 조촌리,0
1128,충청북도 음성군 원남면 조촌리,0
1129,충청북도 음성군 원남면 원중로,48
1130,충청북도 음성군 원남면 원중로,48
1131,충청북도 음성군 원남면 조촌리,0
1132,충청북도 음성군 원남면 원중로399번길,2
1133,충청북도 음성군 원남면 조촌리,0
1134,충청북도 음성군 원남면 조촌리,0
1135,충청북도 음성군 원남면 원중로,48
1136,충청북도 증평군 도안면 연촌리 28,48
1137,충청북도 음성군 원남면 원중로,48
1138,충청북도 음성군 원남면 조촌리 796,0
1139,충청북도 음성군 원남면 조촌리 460-2,4
1140,충청북도 음성군 원남면 조촌리,0
1141,충청북도 음성군 원남면 문암리,1
1142,충청북도 음성군 원남면 조촌리 1376,0
1143,충청북도 음성군 원남면 조촌리,0
1144,충청북도 음성군 원남면 조촌리 428,2
1145,충청북도 음성군 원남면 원중로399번길,2
1146,충청북도 음성군 원남면 조촌리 산204,0
1147,충청북도 음성군 원남면 조촌리,0
1148,충청북도 음성군 원남면 조촌리,0
1149,충청북도 음성군 원남면 문암리,1
1150,충청북도 음성군 원남면 조촌리,0
1151,충청북도 음성군 원남면 조촌리 355,0
1152,충청북도 음성군 원남면 조촌리,0
1153,충청북도 음성군 원남면 조촌리,0
1154,충청북도 음성군 원남면 조촌리,0
1155,충청북도 음성군 원남면 조촌리,0
1156,충청북도 음성군 원남면 조촌리,0
1157,충청북도 음성군 원남면 조촌리 858-1,2
1158,충청북도 음성군 원남면 조촌리,0
1159,충청북도 음성군 원남면 원중로,48
1160,충청북도 음성군 원남면 원중로399번길,2
1161,충청북도 음성군 원남면 조촌리,0
1162,충청북도 음성군 원남면 원중로,48
1163,충청북도 음성군 원남면 조촌리,0
1164,충청북도 음성군 원남면 조촌리,0
1165,충청북도 증평군 도안면 송정리,0
1166,충청북도 음성군 원남면 조촌리,0
1167,충청북도 음성군 원남면 조촌리,0
1168,충청북도 음성군 원남면 원중로,48
1169,충청북도 음성군 원남면 조촌리,0
1170,충청북도 음성군 원남면 조촌리,0
1171,충청북도 음성군 원남면 조촌리 1327,0
1172,충청북도 음성군 원남면 조촌리 170,0
1173,충청북도 음성군 원남면 조촌리,0
1174,충청북도 음성군 원남면 조촌리,0
1175,충청북도 음성군 원남면 조촌리 468,12
1176,충청북도 음성군 원남면 조촌리,0
1177,충청북도 음성군 원남면 조촌리,0
1178,충청북도 음성군 원남면 원중로,48
1179,충청북도 음성군 원남면 조촌리,0
1180,충청북도 음성군 원남면 조촌리 369,1
1181,충청북도 음성군 원남면 조촌리,0
1182,충청북도 음성군 원남면 조촌리,0
1183,충청북도 음성군 원남면 원중로,48
1184,충청북도 음성군 원남면 조촌리,0
1185,충청북도 음성군 원남면 원중로399번길,2
1186,충청북도 음성군 원남면 삼용리,0
1187,충청북도 음성군 원남면 조촌리,0
1188,충청북도 음성군 원남면 원중로399번길,2
1189,충청북도 음성군 원남면 조촌리,0
1190,충청북도 음성군 원남면 조촌리 산205,0
1191,충청북도 음성군 원남면 조촌리,0
1192,충청북도 음성군 맹동면 통동리,9
1193,충청북도 음성군 원남면 조촌리,0
1194,충청북도 음성군 원남면 조촌리,0
1195,충청북도 음성군 원남면 조촌리 1180,1
1196,충청북도 음성군 원남면 조촌리 102-1,0
1197,충청북도 음성군 원남면 조촌리,0
1198,충청북도 음성군 원남면 조촌리,0
1199,충청북도 음성군 원남면 조촌리,0
1200,충청북도 음성군 원남면 원중로399번길,2
1201,충청북도 증평군 도안면 연촌리,0
1202,충청북도 음성군 원남면 원중로,48
1203,충청북도 음성군 원남면 원중로,48
1204,충청북도 음성군 원남면 조촌리,0
1205,충청북도 음성군 원남면 조촌리 961,11
1206,충청북도 음성군 원남면 조촌리,0
1207,충청북도 음성군 원남면 조촌리,0
1208,충청북도 음성군 원남면 조촌리,0
1209,충청북도 음성군 원남면 조촌리,0
1210,충청북도 음성군 원남면 조촌리,0
1211,충청북도 음성군 원남면 조촌리,0
1212,충청북도 음성군 원남면 조촌리,0
1213,충청북도 음성군 원남면 조촌리,0
1214,충청북도 음성군 원남면 원중로399번길,2
1215,충청북도 진천군 초평면 신통리,0
1216,충청북도 음성군 원남면 원중로,48
1217,충청북도 음성군 원남면 조촌리,0
1218,충청북도 음성군 원남면 원중로399번길,2
1219,충청북도 음성군 원남면 조촌리 1226-1,0
1220,충청북도 음성군 원남면 조촌리,0
1221,충청북도 음성군 원남면 원중로399번길,2
1222,충청북도 음성군 원남면 조촌리,0
1223,충청북도 음성군 원남면 조촌리,0
1224,충청북도 음성군 원남면 조촌리,0
1225,충청북도 음성군 원남면 원중로399번길,2
1226,충청북도 음성군 원남면 조촌리 산64,0
1227,충청북도 음성군 원남면 조촌리,0
1228,충청북도 음성군 원남면 조촌리 4,0
1229,충청북도 음성군 원남면 조촌리 440,1
1230,충청북도 음성군 원남면 조촌리,0
1231,충청북도 음성군 원남면 조촌리,0
1232,충청북도 음성군 원남면 조촌리 515-1,0
1233,충청북도 음성군 원남면 원중로,48
1234,충청북도 음성군 원남면 조촌리,0
1235,충청북도 음성군 원남면 조촌리,0
1236,충청북도 음성군 원남면 조촌리,0
1237,충청북도 음성군 원남면 조촌리,0
1238,충청북도 음성군 원남면 조촌리,0
1239,충청북도 음성군 원남면 조촌리 1328-3,0
1240,충청북도 음성군 원남면 조촌리 625,0
1241,충청북도 음성군 원남면 원중로,48
1242,충청북도 음성군 원남면 조촌리 산14-4,2
1243,충청북도 음성군 원남면 조촌리,0
1244,충청북도 음성군 원남면 조촌리 611,0
1245,충청북도 음성군 원남면 조촌리,0
1246,충청북도 음성군 원남면 조촌리,0
1247,충청북도 음성군 원남면 조촌리 763-5,0
1248,충청북도 음성군 원남면 원중로399번길,2
1249,충청북도 음성군 원남면 조촌리,0
1250,충청북도 음성군 원남면 조촌리,0
1251,충청북도 음성군 원남면 문암리,1
1252,충청북도 음성군 원남면 조촌리 635,0
1253,충청북도 음성군 원남면 조촌리 1394,0
1254,충청북도 음성군 원남면 조촌리,0
1255,충청북도 음성군 원남면 조촌리 1318,0
1256,충청북도 음성군 원남면 조촌리 195,0
1257,충청북도 증평군 도안면 연촌리,0
1258,충청북도 음성군 원남면 조촌리,0
1259,충청북도 음성군 원남면 원중로,48
1260,충청북도 음성군 원남면 원중로399번길,2
1261,충청북도 음성군 원남면 조촌리,0
1262,충청북도 음성군 원남면 조촌리 234,4
1263,충청북도 음성군 원남면 조촌리,0
1264,충청북도 음성군 원남면 조촌리 641-1,0
1265,충청북도 음성군 원남면 원중로,48
1266,충청북도 음성군 원남면 원중로,48
1267,충청북도 음성군 원남면 조촌리,0
1268,충청북도 음성군 원남면 조촌리 산40,0
1269,충청북도 음성군 원남면 원중로399번길,2
1270,충청북도 음성군 원남면 조촌리,0
1271,충청북도 음성군 원남면 원중로399번길 10-7,18
1272,충청북도 음성군 원남면 원중로399번길,2
1273,충청북도 음성군 원남면 조촌리 1146,0
1274,충청북도 음성군 원남면 조촌리,0
1275,충청북도 음성군 원남면 조촌리,0
1276,충청북도 음성군 원남면 원중로399번길,2
1277,충청북도 음성군 원남면 조촌리,0
1278,충청북도 음성군 원남면 조촌리,0
1279,충청북도 음성군 원남면 원중로399번길,2
1280,충청북도 음성군 원남면 문암리,1
1281,충청북도 음성군 원남면 조촌리 496,6
1282,충청북도 음성군 원남면 조촌리,0
1283,충청북도 음성군 원남면 조촌리 1162,0
1284,충청북도 음성군 원남면 조촌리 산151,0
1285,충청북도 음성군 원남면 조촌리,0
1286,충청북도 음성군 원남면 조촌리,0
1287,충청북도 음성군 원남면 원중로399번길,2
1288,충청북도 음성군 원남면 조촌리 산45,0
1289,충청북도 음성군 원남면 조촌리,0
1290,충청북도 음성군 원남면 조촌리,0
1291,충청북도 음성군 원남면 조촌리,0
1292,충청북도 음성군 원남면 조촌리 706-1,0
1293,충청북도 음성군 원남면 원중로,48
1294,충청북도 음성군 원남면 원중로,48
1295,충청북도 음성군 원남면 원중로399번길,2
1296,충청북도 음성군 원남면 조촌리,0
1297,충청북도 음성군 원남면 조촌리 1282-2,0
1298,충청북도 음성군 원남면 원중로399번길,2
1299,충청북도 음성군 원남면 조촌리,0
1300,충청북도 음성군 원남면 조촌리 563-1,1
1301,충청북도 음성군 원남면 조촌리,0
1302,충청북도 음성군 원남면 조촌리 261,0
1303,충청북도 음성군 원남면 원중로399번길,2
1304,충청북도 음성군 원남면 조촌리,0
1305,충청북도 음성군 원남면 조촌리,0
1306,충청북도 음성군 원남면 조촌리,0
1307,충청북도 음성군 원남면 원중로,48
1308,충청북도 음성군 원남면 원중로,48
1309,충청북도 음성군 원남면 조촌리,0
1310,충청북도 음성군 원남면 조촌리,0
1311,충청북도 음성군 원남면 원중로399번길,2
1312,충청북도 음성군 원남면 조촌리 산208,0
1313,충청북도 음성군 원남면 조촌리,0
1314,충청북도 음성군 원남면 조촌리 158-4,2
1315,충청북도 음성군 원남면 조촌리,0
1316,충청북도 음성군 원남면 조촌리 산83,2
1317,충청북도 음성군 원남면 조촌리 782,0
1318,충청북도 음성군 원남면 조촌리,0
1319,충청북도 음성군 원남면 조촌리,0
1320,충청북도 음성군 원남면 조촌리,0
1321,충청북도 음성군 원남면 조촌리 223,0
1322,충청북도 음성군 원남면 원중로399번길,2
1323,충청북도 음성군 원남면 원중로399번길,2
1324,충청북도 음성군 원남면 조촌리 331,0
1325,충청북도 음성군 원남면 조촌리 433-2,8
1326,충청북도 음성군 원남면 조촌리,0
1327,충청북도 음성군 원남면 조촌리 90,0
1328,충청북도 음성군 원남면 조촌리,0
1329,충청북도 음성군 원남면 조촌리 산20,3
1330,충청북도 음성군 원남면 원중로399번길,2
1331,충청북도 음성군 원남면 조촌리 산131,0
1332,충청북도 음성군 원남면 조촌리 253,0
1333,충청북도 음성군 원남면 조촌리,0
1334,충청북도 음성군 원남면 조촌리,0
1335,충청북도 음성군 원남면 조촌리,0
1336,충청북도 음성군 원남면 조촌리,0
1337,충청북도 음성군 원남면 조촌리,0
1338,충청북도 음성군 원남면 조촌리,0
1339,충청북도 음성군 원남면 원중로399번길,2
1340,충청북도 음성군 원남면 조촌리,0
1341,충청북도 음성군 원남면 조촌리,0
1342,충청북도 음성군 원남면 조촌리,0
1343,충청북도 음성군 원남면 원중로399번길,2
1344,충청북도 음성군 원남면 문암리,1
1345,충청북도 음성군 원남면 조촌리,0
1346,충청북도 음성군 원남면 조촌리,0
1347,충청북도 음성군 원남면 조촌리,0
1348,충청북도 음성군 원남면 조촌리 산71-1,0
1349,충청북도 음성군 원남면 조촌리,0
1350,충청북도 음성군 원남면 조촌리,0
1351,충청북도 진천군 초평면 신통리,0
1352,충청북도 음성군 원남면 원중로399번길,2
1353,충청북도 음성군 원남면 원중로399번길,2
1354,충청북도 음성군 원남면 조촌리 105,0
1355,충청북도 음성군 원남면 조촌리,0
1356,충청북도 음성군 원남면 조촌리,0
1357,충청북도 음성군 원남면 조촌리 246,0
1358,충청북도 음성군 원남면 원중로399번길,2
1359,충청북도 음성군 원남면 조촌리,0
1360,충청북도 음성군 원남면 조촌리 360,0
1361,충청북도 음성군 원남면 조촌리 산52,0
1362,충청북도 음성군 원남면 조촌리,0
1363,충청북도 음성군 원남면 조촌리,0
1364,충청북도 음성군 원남면 조촌리,0
1365,충청북도 음성군 원남면 조촌리 1341,0
1366,충청북도 음성군 원남면 조촌리,0
1367,충청북도 음성군 원남면 조촌리,0
1368,충청북도 음성군 원남면 조촌리 485,10
1369,충청북도 음성군 원남면 원중로,48
1370,충청북도 음성군 원남면 조촌리,0
1371,충청북도 음성군 원남면 조촌리,0
1372,충청북도 음성군 원남면 원중로,48
1373,충청북도 음성군 원남면 조촌리 451-4,5
1374,충청북도 음성군 원남면 조촌리,0
1375,충청북도 음성군 원남면 조촌리 1007,10
1376,충청북도 음성군 원남면 조촌리 667,0
1377,충청북도 음성군 원남면 조촌리,0
1378,충청북도 음성군 원남면 조촌리 산105,0
1379,충청북도 음성군 원남면 조촌리 244,0
1380,충청북도 음성군 원남면 조촌리,0
1381,충청북도 음성군 원남면 원중로,48
1382,충청북도 음성군 원남면 조촌리 883,0
1383,충청북도 음성군 원남면 조촌리,0
1384,충청북도 음성군 원남면 원중로 273,0
1385,충청북도 음성군 원남면 조촌리,0
1386,충청북도 음성군 원남면 조촌리,0
1387,충청북도 음성군 원남면 조촌리,0
1388,충청북도 음성군 원남면 원중로399번길,2
1389,충청북도 음성군 원남면 조촌리,0
1390,충청북도 음성군 원남면 조촌리,0
1391,충청북도 음성군 원남면 조촌리,0
1392,충청북도 증평군 도안면 송정리,0
1393,충청북도 음성군 원남면 조촌리,0
1394,충청북도 음성군 원남면 조촌리,0
1395,충청북도 음성군 원남면 조촌리,0
1396,충청북도 음성군 원남면 조촌리 775,0
1397,충청북도 음성군 원남면 조촌리,0
1398,충청북도 진천군 초평면 신통리,0
1399,충청북도 음성군 원남면 원중로399번길,2
1400,충청북도 음성군 원남면 조촌리,0
1401,충청북도 음성군 원남면 조촌리,0
1402,충청북도 음성군 원남면 조촌리,0
1403,충청북도 증평군 도안면 연촌리,0
1404,충청북도 음성군 원남면 조촌리 774,0
1405,충청북도 음성군 원남면 조촌리,0
1406,충청북도 음성군 원남면 조촌리,0
1407,충청북도 음성군 원남면 조촌리 1353,0
1408,충청북도 음성군 원남면 원중로399번길,2
1409,충청북도 음성군 원남면 조촌리,0
1410,충청북도 음성군 원남면 조촌리 995-3,3
1411,충청북도 음성군 원남면 원중로,48
1412,충청북도 음성군 원남면 조촌리 1454,0
1413,충청북도 진천군 초평면 신통리,0
1414,충청북도 음성군 원남면 조촌리 755,0
1415,충청북도 음성군 원남면 조촌리,0
1416,충청북도 음성군 원남면 문암리,1
1417,충청북도 음성군 원남면 원중로399번길,2
1418,충청북도 음성군 원남면 조촌리,0
1419,충청북도 음성군 원남면 조촌리,0
1420,충청북도 음성군 원남면 조촌리,0
1421,충청북도 음성군 원남면 조촌리 852,0
1422,충청북도 음성군 원남면 조촌리,0
1423,충청북도 음성군 원남면 조촌리,0
1424,충청북도 음성군 원남면 원중로399번길,2
1425,충청북도 음성군 원남면 조촌리,0
1426,충청북도 음성군 원남면 조촌리,0
1427,충청북도 음성군 원남면 원중로,48
1428,충청북도 음성군 원남면 원중로,48
1429,충청북도 음성군 원남면 조촌리,0
1430,충청북도 음성군 원남면 원중로399번길,2
1431,충청북도 음성군 원남면 조촌리 116,1
1432,충청북도 음성군 원남면 조촌리 282-2,0
1433,충청북도 음성군 원남면 문암리,1
1434,충청북도 음성군 원남면 조촌리,0
1435,충청북도 음성군 원남면 조촌리,0
1436,충청북도 음성군 원남면 조촌리,0
1437,충청북도 음성군 원남면 원중로,48
1438,충청북도 음성군 원남면 조촌리 212,0
1439,충청북도 음성군 원남면 조촌리,0
1440,충청북도 음성군 원남면 조촌리,0
1441,충청북도 음성군 원남면 원중로399번길,2
1442,충청북도 음성군 원남면 원중로,48
1443,충청북도 음성군 원남면 조촌리,0
1444,충청북도 음성군 원남면 조촌리,0
1445,충청북도 음성군 원남면 조촌리 361,0
1446,충청북도 음성군 원남면 조촌리,0
1447,충청북도 음성군 원남면 조촌리,0
1448,충청북도 음성군 원남면 원중로399번길,2
1449,충청북도 음성군 원남면 조촌리,0
1450,충청북도 음성군 원남면 조촌리 산210-1,0
1451,충청북도 음성군 원남면 조촌리,0
1452,충청북도 음성군 원남면 원중로,48
1453,충청북도 음성군 원남면 조촌리,0
1454,충청북도 음성군 원남면 조촌리,0
1455,충청북도 음성군 원남면 조촌리,0
1456,충청북도 음성군 원남면 조촌리,0
1457,충청북도 음성군 원남면 원중로,48
1458,충청북도 음성군 원남면 원중로,48
1459,충청북도 음성군 원남면 조촌리,0
1460,충청북도 음성군 원남면 조촌리,0
1461,충청북도 음성군 원남면 원중로,48
1462,충청북도 음성군 원남면 조촌리 683-1,0
1463,충청북도 음성군 원남면 조촌리,0
1464,충청북도 음성군 원남면 조촌리,0
1465,충청북도 음성군 원남면 조촌리 449,1
1466,충청북도 음성군 원남면 조촌리,0
1467,충청북도 음성군 원남면 원중로,48
1468,충청북도 음성군 원남면 조촌리 산136-1,0
1469,충청북도 음성군 원남면 조촌리,0
1470,충청북도 음성군 원남면 조촌리,0
1471,충청북도 음성군 원남면 조촌리,0
1472,충청북도 음성군 원남면 조촌리 24,3
1473,충청북도 음성군 원남면 원중로,48
1474,충청북도 음성군 원남면 원중로399번길,2
1475,충청북도 음성군 원남면 조촌리,0
1476,충청북도 음성군 원남면 원중로,48
1477,충청북도 음성군 원남면 조촌리,0
1478,충청북도 음성군 원남면 조촌리,0
1479,충청북도 음성군 원남면 조촌리,0
1480,충청북도 음성군 원남면 조촌리,0
1481,충청북도 음성군 원남면 조촌리,0
1482,충청북도 음성군 원남면 원중로,48
1483,충청북도 음성군 원남면 조촌리,0
1484,충청북도 증평군 도안면 송정리,0
1485,충청북도 음성군 원남면 조촌리 697,0
1486,충청북도 음성군 원남면 조촌리,0
1487,충청북도 음성군 원남면 조촌리 산1-1,14
1488,충청북도 음성군 원남면 조촌리,0
1489,충청북도 음성군 원남면 조촌리,0
1490,충청북도 음성군 원남면 조촌리,0
1491,충청북도 음성군 원남면 원중로,48
1492,충청북도 음성군 원남면 조촌리,0
1493,충청북도 음성군 원남면 원중로,48
1494,충청북도 음성군 원남면 조촌리,0
1495,충청북도 음성군 원남면 원중로,48
1496,충청북도 음성군 원남면 조촌리,0
1497,충청북도 음성군 원남면 조촌리 산102,0
1498,충청북도 음성군 원남면 조촌리,0
1499,충청북도 음성군 원남면 조촌리,0
1500,충청북도 음성군 원남면 조촌리,0
1501,충청북도 음성군 금왕읍 구계리 234,0
1502,충청북도 음성군 금왕읍 구계리 232-1,0
1503,충청북도 음성군 금왕읍 구계리 527-7,2
1504,충청북도 음성군 금왕읍 구계리 397,9
1505,충청북도 음성군 금왕읍 구계리 72-13,0
1506,충청북도 음성군 금왕읍 구계리 470-3,0
1507,충청북도 음성군 금왕읍 구계리 525-1,0
1508,충청북도 음성군 삼성면 능산리,0
1509,충청북도 음성군 금왕읍 구계리 433-7,34
1510,충청북도 음성군 금왕읍 구계리 646,1
1511,충청북도 음성군 금왕읍 구계리 252-1,5
1512,충청북도 음성군 금왕읍 구계리 318-6,13
1513,충청북도 음성군 금왕읍 구계리 110-2,28
1514,충청북도 음성군 금왕읍 구계리 464-21,12
1515,충청북도 음성군 금왕읍 구계리,0
1516,충청북도 음성군 금왕읍 구계리 34,0
1517,충청북도 음성군 삼성면 능산리 742,43
1518,충청북도 음성군 금왕읍 구계리 208-7,0
1519,충청북도 음성군 금왕읍 구계리 204-28,0
1520,충청북도 음성군 금왕읍 구계리 246,0
1521,충청북도 음성군 금왕읍 구계리 산34,0
1522,충청북도 음성군 금왕읍 구계리 64-3,0
1523,충청북도 음성군 금왕읍 구계리,0
1524,충청북도 음성군 금왕읍 금율로30번길,1
1525,충청북도 음성군 금왕읍 구계일길,0
1526,충청북도 음성군 금왕읍 구계리 307-3,11
